emp_no,birth_date,first_name,last_name,title,from_date,to_date
205863,1965-01-06,Aiichiro,Kusalik,Senior Engineer,1996-10-03,9999-01-01
206372,1965-01-17,Temple,Joslin,Engineer,1993-01-05,1996-04-24
206748,1965-01-07,Yucai,Fabrizio,Staff,1999-10-06,9999-01-01
206836,1965-01-12,Guadalupe,Pfau,Senior Staff,2001-03-22,9999-01-01
206865,1965-01-28,Vasilii,Cochrane,Senior Engineer,1996-09-12,2001-04-23
206966,1965-01-21,Tzu,Sichman,Senior Engineer,1992-11-16,9999-01-01
207021,1965-01-20,Jacqueline,Akaboshi,Engineer,1997-12-06,9999-01-01
207068,1965-01-13,Zhiguo,Ariola,Senior Staff,1994-09-07,9999-01-01
207204,1965-01-25,Kellie,Schrooten,Engineer,1999-01-17,9999-01-01
207401,1965-01-04,Shuji,Barbanera,Senior Staff,1993-08-09,9999-01-01
207551,1965-01-15,Baziley,Falck,Assistant Engineer,1995-02-18,9999-01-01
207779,1965-01-16,Chinya,Kamble,Senior Staff,1992-05-31,9999-01-01
207980,1965-01-07,Remko,Vieth,Senior Staff,1999-11-22,9999-01-01
208147,1965-01-09,Manu,Rothenberg,Senior Engineer,1995-12-07,9999-01-01
208330,1965-01-11,Shen,Flanders,Senior Staff,1997-07-03,9999-01-01
208639,1965-01-27,Larisa,Lukaszewicz,Senior Staff,1994-10-10,9999-01-01
208653,1965-01-23,Phillip,Schade,Senior Engineer,1998-03-03,9999-01-01
208784,1965-01-30,Pranjal,Juneja,Senior Engineer,1985-03-21,9999-01-01
209101,1965-01-05,Xinyu,Edelhoff,Senior Engineer,1997-10-26,9999-01-01
209443,1965-01-19,Krassimir,Garnier,Senior Staff,1998-01-26,9999-01-01
209456,1965-01-19,Adhemar,Leonhardt,Engineer,1998-11-01,1999-12-30
209565,1965-01-09,Dante,Covnot,Senior Staff,1998-05-28,9999-01-01
209681,1965-01-20,Tianruo,Bratten,Senior Staff,1996-07-28,1998-04-03
209712,1965-01-17,Nimmagadda,Baak,Engineer,1995-10-30,9999-01-01
209945,1965-01-27,Roded,Veevers,Engineer,1990-10-23,1996-01-08
210017,1965-01-28,Shalesh,Lovengreen,Senior Staff,1996-09-28,9999-01-01
210292,1965-01-18,Lihong,Zeilberger,Staff,1996-04-28,9999-01-01
210449,1965-01-19,Gino,Lagarias,Engineer,1997-06-22,9999-01-01
210529,1965-01-29,Adam,Besancenot,Senior Staff,1990-09-27,1995-02-04
210610,1965-01-23,Arco,Crouzet,Engineer,2000-09-02,2000-09-30
210752,1965-01-25,Saniya,Stenning,Senior Staff,1991-12-10,9999-01-01
210786,1965-01-31,Werner,Ranze,Staff,1998-06-05,9999-01-01
211569,1965-02-01,Zhonghua,Snyers,Senior Staff,1994-10-08,1999-07-18
211858,1965-01-08,Domenico,Ratnaker,Senior Engineer,1993-03-24,9999-01-01
211879,1965-01-12,Gao,Ranze,Senior Engineer,1999-11-24,9999-01-01
211967,1965-01-07,Anwar,Bain,Senior Engineer,1998-01-22,9999-01-01
212074,1965-01-11,Tomokazu,Byoun,Engineer,1996-07-30,2002-04-08
212093,1965-01-11,Leni,Henders,Senior Staff,1999-11-19,9999-01-01
212131,1965-01-21,Debatosh,Rajala,Staff,1994-01-19,1994-04-22
212154,1965-01-17,Sailaja,Holburn,Senior Staff,1997-03-03,9999-01-01
212361,1965-01-16,Claudi,Stanfel,Senior Engineer,2001-01-06,9999-01-01
212703,1965-01-02,Kien,Bennis,Engineer,1993-01-06,1998-03-14
212810,1965-01-16,Qingxiang,Swan,Senior Staff,1997-10-04,2002-03-13
213016,1965-01-22,Yongmao,Fontan,Senior Engineer,1998-07-26,9999-01-01
213140,1965-01-10,Tru,Danecki,Staff,1997-03-31,9999-01-01
213384,1965-01-04,Pranas,Narwekar,Senior Engineer,1993-09-26,9999-01-01
213447,1965-02-01,Armond,Perly,Senior Engineer,1996-09-14,9999-01-01
214184,1965-01-11,Sivanarayana,Ranka,Engineer,1999-10-25,2001-05-03
214215,1965-01-25,Xiaoqiang,Cardazo,Senior Staff,1993-05-28,9999-01-01
214391,1965-01-15,Rayond,Klassen,Senior Staff,1999-09-11,9999-01-01
214427,1965-01-29,Peer,Molberg,Engineer,1996-11-17,9999-01-01
214539,1965-01-27,Ingmar,Kohling,Engineer,1995-04-25,9999-01-01
214634,1965-01-12,Shirish,Vickson,Senior Engineer,1997-10-24,9999-01-01
214789,1965-01-28,Arfst,Chepyzhov,Senior Engineer,1997-02-06,9999-01-01
214807,1965-01-13,Prasadram,Qiwen,Engineer,1997-09-04,1997-11-25
214866,1965-02-01,Gopalakrishnan,Angel,Senior Engineer,2002-07-05,9999-01-01
214995,1965-01-12,Dinkar,Hoppenstand,Engineer,1994-05-04,9999-01-01
215419,1965-01-16,Flemming,Kroha,Staff,1995-01-23,9999-01-01
215629,1965-01-15,Munehiro,Manders,Senior Staff,1995-05-18,9999-01-01
215746,1965-01-08,Sven,Speer,Staff,1999-07-08,9999-01-01
215843,1965-01-30,Pramod,Loncour,Senior Staff,1993-03-30,9999-01-01
216054,1965-01-24,Sahrah,Angiulli,Senior Staff,1991-07-31,9999-01-01
216062,1965-01-22,Shuichi,Anick,Senior Engineer,1992-11-24,1999-10-26
216246,1965-01-21,Francoise,Rullman,Staff,1997-12-30,2000-01-12
216342,1965-01-22,Aiichiro,Cromarty,Senior Engineer,2000-06-09,9999-01-01
216375,1965-01-16,Byong,Gustavson,Senior Engineer,1985-03-12,9999-01-01
216502,1965-01-26,Xiaocheng,Suermann,Engineer,1997-12-15,9999-01-01
216573,1965-01-29,Ashish,Vidya,Senior Engineer,1995-06-16,9999-01-01
216921,1965-01-22,Lena,Lenart,Senior Staff,1995-12-25,9999-01-01
217026,1965-01-11,Otmar,Engberts,Senior Staff,1998-08-16,9999-01-01
217080,1965-01-12,Masami,Puoti,Senior Engineer,2000-01-21,9999-01-01
217272,1965-01-21,Yuchang,Eldridge,Senior Staff,1991-08-01,9999-01-01
217286,1965-01-05,Yannik,Spelt,Technique Leader,1992-09-22,9999-01-01
217320,1965-01-10,Abdelwaheb,Denis,Engineer,1993-09-10,9999-01-01
217363,1965-01-14,Horward,Marzano,Staff,1996-04-11,9999-01-01
217387,1965-01-21,Jianhao,Molenaar,Senior Engineer,1994-10-22,9999-01-01
217551,1965-01-02,Panayotis,Lukaszewicz,Senior Engineer,1995-06-06,9999-01-01
217800,1965-02-01,Shay,Servieres,Senior Staff,1998-08-06,9999-01-01
218022,1965-01-26,Mokhtar,Poupard,Technique Leader,1992-02-02,9999-01-01
218100,1965-01-24,Jiong,Garnham,Senior Staff,1999-01-02,9999-01-01
218299,1965-01-09,Almudena,Genin,Senior Staff,1993-09-26,2001-11-06
218829,1965-01-17,Eckart,Foong,Staff,1989-11-26,1996-01-28
218831,1965-01-16,Unal,DuBourdieux,Engineer,1996-03-13,9999-01-01
219035,1965-01-18,Kristine,Bierman,Technique Leader,1988-05-13,9999-01-01
219047,1965-01-30,Aemilian,Kusalik,Senior Engineer,1995-05-27,9999-01-01
219052,1965-01-06,Marsal,Acton,Staff,1995-08-02,9999-01-01
219417,1965-01-29,Subhrajyoti,Denna,Staff,1996-07-25,9999-01-01
219497,1965-01-22,Moie,Zastre,Technique Leader,1991-10-11,9999-01-01
219967,1965-01-16,Susanna,Reeken,Senior Staff,1998-03-16,9999-01-01
220029,1965-01-17,Demos,Asser,Senior Engineer,1985-11-04,9999-01-01
220131,1965-01-09,Reinhard,Slaats,Senior Engineer,1999-06-08,9999-01-01
220418,1965-01-23,Poorav,Laventhal,Staff,1997-08-16,9999-01-01
220528,1965-01-06,Sibyl,Rabehasaina,Senior Staff,1998-02-23,9999-01-01
220582,1965-01-08,Poornachandra,Zielinski,Senior Staff,2001-02-12,9999-01-01
220611,1965-01-23,Yuping,Babb,Senior Staff,2002-01-31,9999-01-01
220625,1965-01-25,Shigenori,Deville,Technique Leader,1992-12-24,9999-01-01
220699,1965-01-07,Nahid,Gyimothy,Staff,1995-08-18,9999-01-01
220799,1965-01-17,Perla,Orlowska,Senior Engineer,1990-12-03,9999-01-01
221126,1965-01-23,Tesuya,dAstous,Senior Engineer,1995-11-30,9999-01-01
221367,1965-01-13,Saddek,Farris,Senior Staff,1990-11-06,9999-01-01
221369,1965-01-28,Abdulah,Pocchiola,Engineer,1996-08-28,9999-01-01
221435,1965-01-06,Djenana,Marrevee,Senior Engineer,2000-02-06,9999-01-01
221699,1965-01-15,Szabolcs,Georgatos,Engineer,1999-08-16,2000-02-06
221973,1965-01-17,Sangeeta,Kalefeld,Senior Staff,1996-06-05,9999-01-01
222206,1965-01-21,Stein,Uludag,Senior Staff,1995-01-30,9999-01-01
222311,1965-01-20,Miyeon,Billingsley,Senior Engineer,1992-12-05,9999-01-01
222319,1965-01-20,Matt,Chvatal,Senior Engineer,1994-11-09,9999-01-01
222354,1965-01-15,Valdiodio,Schlumberger,Engineer,2001-08-07,9999-01-01
222616,1965-02-01,Badri,Schapire,Assistant Engineer,1998-01-19,9999-01-01
222701,1965-01-24,Lein,Delaune,Senior Staff,1990-06-30,1991-09-14
222770,1965-01-22,Kazuhiko,Kushner,Senior Engineer,1995-08-01,9999-01-01
222878,1965-01-10,Annemarie,Zallocco,Senior Engineer,1996-05-27,9999-01-01
222926,1965-01-10,Limsoon,Erol,Senior Engineer,1997-12-31,9999-01-01
222952,1965-01-28,Gopalakrishnan,Suermann,Senior Engineer,1998-04-30,9999-01-01
222998,1965-01-07,Leaf,Awdeh,Senior Staff,1991-02-20,9999-01-01
223593,1965-01-20,Hidefumi,Moehrke,Staff,1998-03-04,9999-01-01
223595,1965-02-01,Chiranjit,Dredge,Technique Leader,1999-09-05,9999-01-01
224135,1965-01-02,Annemarie,Bressoud,Engineer,1998-06-23,9999-01-01
224335,1965-01-29,Perry,Chachaty,Senior Engineer,1992-07-22,9999-01-01
224390,1965-01-24,True,Shobatake,Senior Staff,1996-05-17,9999-01-01
224934,1965-01-05,George,Miake,Senior Staff,1996-01-02,9999-01-01
225438,1965-01-14,Remmert,Quaggetto,Senior Staff,1997-04-28,9999-01-01
225601,1965-01-13,Masasuke,Genin,Engineer,1999-06-25,9999-01-01
225788,1965-01-08,Ipke,Kieras,Engineer,1995-12-18,9999-01-01
225867,1965-01-26,Ramalingam,Remmele,Senior Engineer,1999-09-03,9999-01-01
225964,1965-01-19,Mooi,Cooman,Senior Engineer,1998-06-07,9999-01-01
226216,1965-01-28,Giordano,Gini,Technique Leader,1993-08-14,9999-01-01
226227,1965-01-07,Herbert,Erva,Senior Engineer,1995-09-06,9999-01-01
227354,1965-01-12,Gio,Murtha,Senior Engineer,1994-11-11,9999-01-01
227476,1965-01-11,Macha,Schnabel,Senior Engineer,1996-05-11,9999-01-01
227681,1965-01-30,Mikhail,Rousseau,Staff,1998-11-30,9999-01-01
227899,1965-01-23,Garnik,Luce,Staff,1998-09-15,9999-01-01
227901,1965-01-26,Francesca,Azuma,Senior Staff,2001-06-08,9999-01-01
228098,1965-01-18,IEEE,Kroll,Engineer,1997-05-10,9999-01-01
228248,1965-01-09,Yuriy,Plump,Senior Staff,1995-09-09,9999-01-01
228554,1965-01-03,Bilhanan,Brendel,Senior Staff,1990-12-23,9999-01-01
228575,1965-01-03,Takanari,Pelc,Engineer,1990-08-18,1992-09-25
228766,1965-01-11,Nahla,Smailagic,Senior Engineer,1996-11-21,9999-01-01
229098,1965-01-08,Berry,Yurek,Senior Staff,1995-08-16,9999-01-01
229207,1965-01-30,Filipe,Erol,Senior Engineer,1997-07-11,1999-08-15
229220,1965-01-21,Fabrizio,Lichtman,Senior Engineer,1992-02-09,9999-01-01
229248,1965-01-27,Harjit,Terekhov,Staff,1995-10-19,9999-01-01
229352,1965-01-07,Kwangho,Petereit,Engineer,1999-08-10,2000-05-06
229364,1965-01-07,Dulce,Magliocco,Staff,1987-02-13,1987-02-23
229386,1965-01-03,Pohua,Tasistro,Technique Leader,1989-06-02,9999-01-01
229391,1965-01-15,Paloma,Henseler,Senior Engineer,1997-06-10,9999-01-01
229404,1965-01-11,Gilbert,Kilgour,Staff,1996-04-05,9999-01-01
229547,1965-01-03,Moni,Schach,Senior Staff,1991-07-04,9999-01-01
229690,1965-01-08,Mokhtar,Sherertz,Senior Staff,1995-06-10,1995-11-08
229727,1965-01-23,Ewing,Millington,Engineer,1999-09-28,9999-01-01
229981,1965-01-19,Jamaludin,Fordan,Senior Engineer,2001-02-05,9999-01-01
230002,1965-01-07,Tadahiro,Backhouse,Senior Engineer,1999-10-02,9999-01-01
230126,1965-01-31,Bezalel,Radivojevic,Senior Staff,1995-07-03,9999-01-01
230287,1965-01-14,Renny,Alameldin,Assistant Engineer,1997-09-28,9999-01-01
230354,1965-01-31,Yinghua,Lorho,Senior Staff,2000-08-08,9999-01-01
230498,1965-01-15,Kolar,Puppo,Senior Engineer,1998-04-25,9999-01-01
230579,1965-01-17,Shahar,Negoita,Senior Staff,2000-03-18,9999-01-01
230689,1965-01-14,Dietrich,Crabtree,Senior Staff,1986-05-24,9999-01-01
230821,1965-01-20,Toshiki,Raney,Staff,1997-07-03,2000-03-21
230865,1965-01-02,Takushi,Brattka,Staff,1999-03-09,9999-01-01
231043,1965-01-01,Torsten,Slobodova,Assistant Engineer,1992-07-20,2000-04-01
231069,1965-01-22,Trygve,Siksek,Staff,1995-11-09,9999-01-01
231459,1965-01-28,Nectarios,Pramanik,Assistant Engineer,1999-11-18,9999-01-01
231671,1965-01-07,Chandrasekaran,Pearson,Staff,1995-04-14,9999-01-01
231798,1965-01-28,Goetz,Alvarado,Senior Engineer,1997-12-25,9999-01-01
232178,1965-01-29,Etsuo,Anandan,Senior Staff,1996-12-13,9999-01-01
232209,1965-01-11,Nitsan,Rouquie,Senior Engineer,1995-08-02,9999-01-01
232458,1965-01-04,Nikolaus,Yetto,Staff,1990-09-22,1992-08-22
232496,1965-01-31,Peternela,Klerer,Staff,1986-06-06,1994-06-08
232697,1965-01-23,Barry,Ramsak,Senior Engineer,1999-09-07,9999-01-01
232723,1965-01-14,Tesuya,Bugrara,Engineer,2002-02-13,9999-01-01
233114,1965-01-20,Alselm,Gargeya,Senior Engineer,1987-12-25,9999-01-01
233247,1965-01-18,Murthy,Angiulli,Senior Engineer,1991-08-02,1998-07-21
233394,1965-01-06,Khalid,Lenart,Engineer,1995-12-24,9999-01-01
233397,1965-01-16,Fay,Sundgren,Senior Staff,1998-07-07,9999-01-01
233426,1965-01-12,Etsuo,Usery,Senior Engineer,2000-03-01,9999-01-01
233533,1965-01-10,Seongbae,Sluis,Senior Staff,1995-09-23,1997-06-10
233690,1965-01-17,Cedric,Riefers,Engineer,1994-09-08,9999-01-01
233759,1965-01-14,Zissis,Lodder,Engineer,1999-09-25,9999-01-01
233765,1965-01-20,Kotesh,Chachaty,Senior Engineer,1997-03-24,9999-01-01
233785,1965-01-30,Baziley,Ballarin,Senior Staff,1995-07-28,9999-01-01
233818,1965-01-01,Kellie,Heydon,Senior Engineer,1991-11-11,9999-01-01
234195,1965-01-07,Luerbio,Terkki,Senior Staff,1998-05-14,9999-01-01
234278,1965-01-20,Tzu,Impagliazzo,Staff,1990-11-14,1993-12-05
234739,1965-01-31,Foong,Aamodt,Senior Engineer,1986-06-28,9999-01-01
235017,1965-01-17,Irena,Dratva,Senior Staff,1999-09-07,9999-01-01
235096,1965-01-21,Sverrir,Gyimothy,Senior Staff,1992-03-20,9999-01-01
235269,1965-01-31,Keiichiro,Feldmann,Staff,1997-12-20,1998-12-30
235325,1965-01-06,Gro,Prochazka,Senior Engineer,1998-10-16,9999-01-01
235368,1965-01-09,Anneli,Joslin,Senior Engineer,1987-04-12,9999-01-01
235458,1965-01-05,Gio,Heuser,Senior Staff,1999-06-29,9999-01-01
235546,1965-01-17,Tianruo,Speer,Staff,1985-10-30,1989-03-26
235729,1965-02-01,Henk,Anger,Senior Staff,2002-01-19,9999-01-01
235780,1965-01-17,Sampalli,Bergere,Senior Engineer,1994-04-08,9999-01-01
235793,1965-01-03,Jayesh,Spinelli,Senior Engineer,1992-07-18,9999-01-01
236315,1965-01-31,IEEE,Raczkowsky,Technique Leader,1996-07-24,9999-01-01
236559,1965-01-20,Berna,Nanard,Senior Engineer,1989-08-20,1991-03-18
236566,1965-01-17,Yechezkel,Maginnis,Senior Staff,2000-12-11,9999-01-01
236591,1965-01-11,Insup,Reinhard,Senior Staff,1993-04-08,9999-01-01
236827,1965-01-28,Almudena,Rijckaert,Senior Engineer,1999-02-16,9999-01-01
236883,1965-01-27,Huan,Olivero,Staff,1999-11-19,9999-01-01
236964,1965-01-17,Adel,Foote,Staff,1998-08-19,9999-01-01
237289,1965-01-24,Brendon,Fritzsche,Staff,1998-01-19,1999-12-18
237400,1965-01-24,Guadalupe,Perri,Technique Leader,1996-06-27,1999-08-21
237590,1965-01-25,Annemarie,Irland,Staff,1991-07-30,1996-09-04
238112,1965-01-12,Miomir,Frezza,Technique Leader,1991-05-25,9999-01-01
238252,1965-01-09,Uno,Suppi,Staff,1996-12-27,9999-01-01
238422,1965-01-10,Vishv,Angelov,Senior Staff,1996-03-08,9999-01-01
238949,1965-01-09,Minghong,Cronin,Senior Staff,1987-10-04,9999-01-01
239067,1965-01-11,Tadahiko,Pocchiola,Staff,1996-04-02,9999-01-01
239244,1965-01-13,Abdulla,Kitai,Senior Staff,1996-02-20,9999-01-01
239415,1965-01-01,Susumu,Brender,Senior Engineer,2001-04-17,9999-01-01
239426,1965-01-08,Vesna,Fairtlough,Engineer,1994-08-09,9999-01-01
239581,1965-01-18,Guangming,Marquardt,Staff,1997-06-06,2001-03-21
239664,1965-01-04,Sugwoo,Michaels,Senior Engineer,1999-08-03,9999-01-01
239706,1965-01-15,Arunas,Bugrara,Assistant Engineer,1997-04-03,9999-01-01
239748,1965-01-23,Bilhanan,Dusink,Senior Staff,1996-06-04,9999-01-01
239803,1965-01-30,Oscal,Ernst,Senior Staff,1997-05-19,9999-01-01
240011,1965-01-27,Heather,Luef,Technique Leader,1989-02-24,1992-07-14
240132,1965-02-01,Mizuhito,Kobara,Senior Staff,2001-08-09,9999-01-01
240236,1965-01-24,True,Tischendorf,Senior Engineer,1992-01-19,9999-01-01
240253,1965-01-16,Shrikanth,Ramaiah,Engineer,1995-05-12,2000-10-15
240285,1965-01-23,Kolar,Greenaway,Staff,1998-11-14,9999-01-01
240340,1965-01-14,Mack,Staylopatis,Senior Engineer,1991-04-02,9999-01-01
240438,1965-01-02,Temple,Cyre,Senior Staff,1999-10-01,9999-01-01
240870,1965-01-06,Francesca,Chorvat,Senior Staff,1993-03-03,9999-01-01
241100,1965-01-23,Cedric,Molenaar,Senior Engineer,1999-10-06,9999-01-01
241254,1965-01-15,Jagoda,Anguita,Senior Engineer,1993-05-11,9999-01-01
241292,1965-01-29,Uri,Lampe,Senior Staff,1994-10-17,9999-01-01
241567,1965-01-18,Emran,Miara,Senior Engineer,1995-05-02,9999-01-01
241667,1965-01-28,Atilio,Olivero,Senior Engineer,1992-09-04,9999-01-01
241728,1965-01-30,Limsoon,Boudaillier,Senior Engineer,1995-08-12,9999-01-01
241872,1965-01-11,Bluma,Fetvedt,Senior Staff,1997-02-02,9999-01-01
241917,1965-02-01,Wuxu,Poupard,Staff,1994-02-15,1995-09-25
241952,1965-01-20,Maya,Anandan,Staff,1996-06-28,1997-11-07
242019,1965-01-09,Herb,Murrill,Senior Engineer,1999-09-27,9999-01-01
242081,1965-01-12,Tomokazu,Pargas,Engineer,2001-11-15,9999-01-01
242104,1965-01-05,Richara,Sudkamp,Senior Staff,1994-09-05,9999-01-01
242237,1965-01-21,Hidde,Papsdorf,Senior Staff,1998-11-07,1998-11-23
242314,1965-01-11,Miyeon,Burnard,Engineer,1985-02-07,1985-12-13
242500,1965-01-08,Bingning,Iisaku,Senior Staff,1997-06-26,9999-01-01
242611,1965-01-18,Frazer,Flanders,Engineer,1995-08-25,2000-09-25
242800,1965-01-11,Kazuyasu,Levergood,Engineer,1996-02-10,9999-01-01
242867,1965-01-04,Paddy,Nittel,Engineer,1999-11-10,2000-04-14
243018,1965-01-02,Bowen,Deverell,Senior Staff,1998-12-27,9999-01-01
243077,1965-02-01,Kazunori,Perz,Senior Engineer,1999-02-25,9999-01-01
243576,1965-01-04,Abdulah,Lodder,Senior Staff,2001-11-10,9999-01-01
243637,1965-01-16,Marjo,Delgrange,Senior Staff,1996-06-23,9999-01-01
243898,1965-01-09,Arch,Basawa,Staff,1998-05-10,9999-01-01
244308,1965-01-10,Mokhtar,Rebaine,Senior Staff,2000-07-22,9999-01-01
244605,1965-01-22,Masoud,Suwa,Senior Staff,1997-11-25,9999-01-01
244624,1965-01-31,Boaz,Seuren,Senior Staff,1994-03-27,9999-01-01
244711,1965-01-25,Rosli,Butner,Engineer,1997-03-19,9999-01-01
244714,1965-01-27,Poorav,Clouatre,Senior Engineer,1996-05-06,9999-01-01
244820,1965-01-15,Shigenori,Hertweck,Senior Engineer,1994-04-13,9999-01-01
244873,1965-01-04,Arunachalam,Oppitz,Senior Staff,1994-05-20,9999-01-01
245164,1965-01-23,Filipp,Winter,Senior Engineer,2001-10-24,9999-01-01
245396,1965-01-31,Gift,Bottner,Senior Staff,2002-03-04,9999-01-01
245664,1965-01-18,Manohar,Kilgore,Staff,1998-11-17,9999-01-01
246146,1965-01-30,Zhongwei,Melski,Senior Engineer,1993-09-03,9999-01-01
246244,1965-01-09,George,Casperson,Staff,2000-01-20,9999-01-01
246364,1965-01-06,Alper,Tiemann,Engineer,1998-10-29,9999-01-01
246764,1965-01-04,Shuzo,Czaja,Staff,1997-11-29,9999-01-01
246798,1965-01-09,Tianruo,Strooper,Senior Staff,1999-10-28,9999-01-01
246902,1965-01-27,Shih,Shanbhogue,Staff,1998-04-19,9999-01-01
247089,1965-01-17,Seongbae,Schahn,Senior Staff,1997-12-10,9999-01-01
247122,1965-01-23,Xiaobin,Narlikar,Senior Staff,1999-02-14,9999-01-01
247447,1965-01-28,Tzu,Bakhtari,Senior Engineer,1999-03-18,9999-01-01
247456,1965-01-16,Masako,Bahk,Engineer,1997-07-31,9999-01-01
247612,1965-01-04,Chiranjit,Constantine,Engineer,1997-05-25,9999-01-01
247875,1965-01-02,Xiong,Anick,Senior Staff,1991-04-23,9999-01-01
247888,1965-01-15,Abdelghani,Lagarias,Senior Engineer,1992-09-06,9999-01-01
248094,1965-01-31,Valeska,Lupu,Staff,1998-09-21,2002-04-06
248256,1965-01-05,Sajjan,Falby,Staff,1996-08-29,9999-01-01
248351,1965-02-01,Jaana,Milicia,Senior Staff,1985-06-02,9999-01-01
248758,1965-02-01,Snehasis,Muhlberg,Senior Staff,1999-07-16,9999-01-01
248953,1965-01-29,Percy,Sudbeck,Assistant Engineer,1996-08-29,9999-01-01
249239,1965-01-21,Hideyuki,Decleir,Senior Engineer,1994-05-04,9999-01-01
249325,1965-01-26,Ute,Pokrovskii,Staff,1997-06-09,9999-01-01
249433,1965-01-16,Ayonca,Matzov,Senior Engineer,1997-06-03,9999-01-01
249451,1965-01-06,Gopalakrishnan,Pehl,Engineer,1995-03-15,2001-06-10
249504,1965-01-07,Dmitry,Velardi,Senior Engineer,2000-02-29,9999-01-01
249780,1965-01-12,Nechama,Gaughan,Senior Engineer,1996-01-16,9999-01-01
249799,1965-01-04,Jolita,Neimat,Senior Engineer,1999-12-27,9999-01-01
249866,1965-01-15,Steen,Gubsky,Senior Staff,1998-01-14,9999-01-01
249969,1965-01-21,Georgi,Luiz,Senior Engineer,1999-06-10,9999-01-01
250411,1965-01-27,Ranga,Sommen,Senior Staff,1996-01-21,9999-01-01
250452,1965-01-14,Alexius,Plavsic,Senior Engineer,2000-01-17,9999-01-01
250748,1965-01-27,Kish,Turnbull,Senior Engineer,1994-02-10,9999-01-01
251166,1965-01-22,Hinrich,Hooghiemstra,Senior Staff,1993-10-05,9999-01-01
251233,1965-01-07,Yucel,Bernini,Senior Engineer,1998-02-19,9999-01-01
251301,1965-01-30,Pintsang,Impagliazzo,Senior Staff,1989-05-06,9999-01-01
251341,1965-01-11,Divier,Kumaresan,Senior Staff,1998-12-05,9999-01-01
251403,1965-01-01,Utpal,DuBourdieux,Technique Leader,1997-11-19,9999-01-01
251437,1965-01-20,Shichao,Iwayama,Engineer,1996-10-17,9999-01-01
251645,1965-01-06,Bezalel,Tsunoo,Senior Staff,2001-06-17,9999-01-01
251680,1965-01-05,Moty,Sommen,Senior Engineer,1990-08-14,9999-01-01
251814,1965-01-01,Mitsuyuki,Zockler,Technique Leader,1998-09-14,9999-01-01
252185,1965-01-01,Chaosheng,Conta,Engineer,2002-04-14,9999-01-01
252241,1965-01-15,Zito,Alvarado,Senior Staff,1986-07-07,2000-09-18
252316,1965-01-07,Gill,Niizuma,Senior Engineer,1999-10-08,9999-01-01
252318,1965-01-30,Keung,Simmel,Technique Leader,1995-11-17,2002-06-24
252392,1965-01-01,Sanjeeva,Peron,Senior Engineer,1999-12-26,9999-01-01
252592,1965-01-12,Sachem,McDermid,Senior Engineer,1987-04-30,1987-12-02
253029,1965-01-13,Thodoros,Thimonier,Engineer,1995-04-05,9999-01-01
253707,1965-01-05,Insup,Hainaut,Staff,1998-02-11,9999-01-01
253838,1965-01-28,Stafford,Terlouw,Assistant Engineer,1999-02-21,9999-01-01
253893,1965-01-04,Huiqun,Trystram,Senior Engineer,1993-05-10,9999-01-01
254044,1965-01-16,Gunilla,Brendel,Senior Engineer,2000-04-10,9999-01-01
254399,1965-01-24,Armond,Lores,Technique Leader,1999-09-16,9999-01-01
254591,1965-01-08,Mamdouh,Lodder,Staff,1986-03-23,1991-12-09
254787,1965-01-03,Mohan,Chepyzhov,Senior Engineer,1995-04-06,1996-05-26
254821,1965-01-24,Tonny,Couchot,Staff,1994-12-12,9999-01-01
254916,1965-01-31,Serenella,Couchot,Senior Staff,1997-03-15,2001-04-13
255466,1965-01-18,Huan,Roccetti,Senior Engineer,1985-07-03,9999-01-01
255657,1965-01-20,Oldrich,Cyre,Senior Engineer,1994-02-10,9999-01-01
255779,1965-01-31,Heejo,Merle,Technique Leader,1997-09-04,9999-01-01
256078,1965-01-20,Duke,Picaronny,Staff,1995-03-23,1995-04-05
256216,1965-01-01,Halsur,Brodal,Engineer,1997-11-22,9999-01-01
256837,1965-01-10,Bezalel,Jording,Staff,1991-01-16,1998-11-19
256856,1965-01-03,Hongzue,Barbanera,Senior Staff,1995-06-17,9999-01-01
256881,1965-01-03,Ioana,Jakobus,Senior Engineer,1999-08-10,9999-01-01
256888,1965-01-03,Heather,Pehl,Staff,1993-09-15,9999-01-01
257062,1965-01-24,Stabislas,Pardalos,Senior Engineer,1997-06-21,9999-01-01
257378,1965-01-06,Pascal,Bernatsky,Senior Staff,1995-09-04,9999-01-01
257469,1965-01-22,Anyuan,Hanratty,Senior Staff,1996-01-06,9999-01-01
257484,1965-01-01,Shaowei,Nicolson,Senior Staff,1995-12-07,9999-01-01
257624,1965-01-16,Adhemar,Dalphin,Senior Staff,1995-06-02,2000-08-26
257799,1965-01-26,Sushant,Riefers,Senior Engineer,1993-12-04,1998-01-08
258028,1965-01-07,Mountaz,Reinhart,Engineer,2000-01-21,9999-01-01
258124,1965-01-17,Mariusz,Zolotykh,Senior Staff,1990-07-28,9999-01-01
258363,1965-01-17,Tayeb,Veevers,Staff,1986-10-10,1991-05-24
258376,1965-01-05,Jaber,Falco,Engineer,1995-10-01,1995-10-11
258470,1965-01-04,Weiwu,Butner,Staff,1995-02-14,9999-01-01
258643,1965-01-11,Przemyslawa,Esposito,Senior Engineer,2001-02-26,9999-01-01
259042,1965-01-12,Xiaoqiang,Farrow,Staff,1997-01-01,9999-01-01
259237,1965-01-27,Palash,Gammage,Senior Staff,1994-10-23,9999-01-01
